school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,passed
GP,M,16,R,GT3,T,4,4,other,teacher,other,father,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,1,1,3,3,0,no
GP,F,18,R,GT3,T,1,4,health,other,home,mother,1,2,0,yes,no,yes,no,yes,yes,yes,no,2,4,2,1,1,3,3,no
GP,F,17,U,GT3,A,1,2,services,other,home,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,2,2,0,no
GP,F,16,U,GT3,T,2,2,other,services,course,mother,3,2,0,no,yes,yes,no,yes,yes,yes,no,4,1,2,1,1,5,7,yes
GP,F,16,U,GT3,T,3,2,health,services,reputation,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,2,4,3,2,3,5,0,yes
GP,F,16,R,GT3,T,2,2,services,health,reputation,other,1,2,1,no,no,yes,yes,yes,yes,yes,no,3,4,3,1,1,5,6,no
GP,M,15,U,GT3,T,2,1,services,other,reputation,mother,1,2,3,no,no,yes,yes,no,yes,yes,no,5,3,2,1,3,4,4,yes
GP,M,17,U,LE3,T,0,1,teacher,services,course,mother,1,1,0,no,no,yes,yes,yes,yes,no,no,5,2,5,2,1,1,0,yes
GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,1,2,0,no,no,yes,yes,yes,yes,no,no,4,3,3,2,3,5,0,no
GP,F,21,U,GT3,T,3,4,services,teacher,course,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,3,3,5,3,2,4,1,no
GP,M,15,U,LE3,T,2,2,at_home,other,course,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,3,1,7,no
GP,F,17,U,GT3,T,1,2,other,other,reputation,father,1,1,0,yes,no,yes,yes,yes,yes,yes,no,5,3,3,2,2,5,5,no
GP,F,17,R,GT3,T,2,3,teacher,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,3,4,3,1,1,3,0,no
GP,M,20,U,GT3,T,4,1,at_home,services,reputation,father,1,2,3,no,no,yes,no,no,yes,yes,no,4,1,3,1,3,4,24,no
GP,M,17,R,LE3,T,4,2,health,services,home,father,1,2,0,no,no,yes,yes,yes,yes,no,no,5,3,2,1,3,4,0,yes
GP,F,17,U,GT3,T,1,2,services,services,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,1,4,0,yes
GP,F,17,R,GT3,T,3,2,services,services,home,mother,2,2,2,no,no,no,yes,no,yes,no,no,4,4,3,3,1,3,0,yes
GP,F,16,R,GT3,T,2,2,at_home,at_home,reputation,mother,2,1,0,yes,no,yes,yes,yes,yes,yes,no,3,1,4,1,2,5,1,yes
GP,F,21,R,GT3,T,0,4,at_home,other,home,mother,2,2,0,no,no,no,yes,yes,yes,no,no,4,4,2,1,3,5,3,yes
GP,M,16,U,GT3,T,4,0,at_home,services,course,other,1,2,0,no,no,yes,yes,yes,no,yes,no,3,4,5,2,2,4,4,no
GP,F,15,R,GT3,T,0,3,teacher,services,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,4,2,5,1,1,5,11,no
GP,M,17,R,GT3,T,4,0,at_home,other,home,mother,2,1,1,no,yes,yes,yes,yes,yes,no,no,3,3,5,2,1,4,75,no
MS,M,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,2,1,5,7,yes
GP,F,17,R,GT3,T,3,4,teacher,services,other,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,2,2,5,4,no
GP,M,15,U,GT3,T,3,2,teacher,services,reputation,mother,2,1,0,no,no,yes,yes,no,yes,yes,no,3,5,2,1,1,5,0,no
GP,F,16,U,GT3,T,3,2,other,health,reputation,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,4,1,3,2,3,4,11,yes
GP,F,16,R,LE3,T,4,1,at_home,other,home,mother,2,3,0,no,yes,yes,no,yes,yes,yes,yes,5,4,2,2,1,5,0,yes
GP,M,16,U,GT3,T,4,0,services,teacher,course,mother,4,1,0,no,yes,yes,yes,yes,yes,no,no,3,3,3,2,1,2,5,yes
GP,F,16,U,GT3,T,3,2,other,services,reputation,mother,1,1,1,no,no,yes,yes,yes,yes,no,no,5,3,4,1,1,4,1,yes
GP,M,16,U,GT3,T,4,3,services,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,3,2,3,2,1,4,0,no
GP,F,17,R,LE3,T,4,0,teacher,health,home,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,2,1,3,1,0,yes
GP,M,16,U,GT3,T,2,2,at_home,other,reputation,father,2,1,0,no,no,yes,yes,yes,yes,yes,no,5,3,5,1,1,1,0,no
MS,F,15,U,LE3,A,2,2,other,teacher,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,1,5,6,yes
GP,F,17,U,GT3,T,2,3,other,services,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,no,4,4,3,2,3,4,0,yes
GP,M,16,R,GT3,T,4,2,services,at_home,home,father,2,2,0,yes,no,no,yes,no,yes,no,no,4,3,4,2,5,5,14,no
GP,M,17,U,GT3,T,4,2,at_home,health,home,mother,2,2,1,no,no,no,yes,yes,yes,yes,no,5,3,3,2,1,5,0,yes
GP,M,17,R,GT3,T,2,2,services,health,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,2,2,3,5,0,yes
GP,F,17,U,GT3,T,3,4,other,other,home,mother,2,2,0,no,yes,no,yes,no,yes,no,no,5,1,2,1,3,5,4,yes
GP,F,18,U,GT3,T,4,3,other,teacher,home,mother,1,1,0,no,no,no,no,no,no,yes,yes,3,3,2,2,2,5,14,no
GP,M,18,R,GT3,T,3,0,teacher,other,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,yes,5,4,2,1,1,4,5,no
GP,M,17,R,GT3,T,4,0,other,services,home,father,2,2,0,no,no,no,yes,no,no,yes,no,5,5,3,1,2,3,3,yes
GP,M,16,R,LE3,T,3,2,services,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,no,yes,5,3,2,1,1,5,0,yes
GP,M,17,U,GT3,T,1,1,health,services,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,5,4,2,3,5,4,6,yes
GP,F,18,U,GT3,T,0,2,teacher,at_home,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,2,2,1,1,3,1,yes
GP,F,15,U,GT3,T,4,0,at_home,health,reputation,mother,3,2,0,yes,no,no,no,no,yes,yes,no,5,4,2,5,2,1,0,no
GP,F,17,U,LE3,T,3,4,services,other,home,mother,1,2,0,no,yes,yes,no,yes,no,no,no,4,2,2,1,2,4,4,no
GP,F,17,U,GT3,T,3,2,services,services,home,other,1,2,0,no,no,yes,yes,yes,no,yes,yes,3,1,4,1,1,5,6,yes
GP,M,16,U,GT3,T,4,0,other,other,home,mother,1,2,0,no,yes,yes,no,no,yes,no,no,3,4,2,1,1,1,6,yes
GP,F,15,U,GT3,T,2,3,other,services,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,3,3,3,1,1,5,0,no
GP,F,15,U,GT3,T,3,3,services,services,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,5,2,1,5,1,no
GP,M,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,4,1,2,5,7,no
GP,F,16,U,GT3,T,2,3,other,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,5,4,3,yes
MS,M,18,R,LE3,T,2,2,services,other,other,mother,2,3,0,no,yes,no,yes,yes,no,yes,no,3,3,2,1,2,1,9,no
MS,M,18,R,GT3,T,2,2,health,services,course,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,5,1,1,4,30,yes
GP,F,16,U,GT3,T,2,2,other,services,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,3,3,2,1,3,5,5,no
GP,M,16,R,GT3,A,2,3,other,health,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,yes,5,1,2,2,2,5,11,yes
GP,M,17,U,LE3,A,2,2,health,services,home,father,2,2,3,yes,no,no,yes,no,yes,yes,no,4,3,2,2,1,3,0,yes
GP,M,17,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,1,1,1,5,1,yes
GP,M,16,U,GT3,T,3,0,services,services,other,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,5,3,4,1,1,4,4,no
GP,F,17,R,LE3,T,4,2,services,other,course,mother,2,2,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,0,yes
GP,M,16,R,LE3,T,4,2,other,other,course,other,3,2,0,yes,no,yes,yes,no,yes,no,yes,5,1,2,1,1,5,2,no
GP,F,16,U,GT3,T,3,3,other,services,reputation,father,1,3,0,yes,no,no,yes,yes,yes,yes,yes,5,4,2,3,1,1,0,yes
GP,F,17,U,GT3,T,2,2,other,other,home,father,1,1,0,no,yes,yes,yes,no,no,yes,yes,5,4,5,1,1,4,1,yes
GP,F,18,U,GT3,T,4,3,at_home,teacher,home,mother,2,2,0,yes,no,yes,yes,yes,yes,yes,no,3,3,4,1,1,5,6,no
GP,M,17,R,GT3,T,1,2,services,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,1,1,yes
GP,F,15,U,GT3,A,2,2,services,other,home,mother,2,3,0,no,no,yes,yes,yes,yes,yes,no,3,3,2,1,3,3,1,no
GP,F,15,R,GT3,T,3,4,at_home,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,5,1,yes
GP,F,17,R,LE3,T,2,3,other,services,home,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,2,2,5,6,no
GP,F,18,R,GT3,T,3,2,teacher,at_home,home,mother,2,2,0,yes,no,yes,yes,yes,yes,yes,no,4,2,3,2,1,5,3,yes
GP,M,17,R,GT3,T,4,2,services,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,2,4,7,no
GP,F,16,R,GT3,T,3,2,services,other,home,father,2,2,1,yes,no,yes,no,yes,yes,no,no,3,4,2,1,2,1,7,yes
GP,F,17,R,LE3,T,2,2,other,services,other,other,4,3,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,4,2,1,5,8,yes
GP,F,19,R,LE3,T,3,3,other,teacher,home,other,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,1,4,2,1,4,0,no
GP,F,16,R,GT3,T,2,2,at_home,services,other,mother,2,1,0,no,no,no,yes,yes,no,yes,no,4,4,2,1,4,4,2,no
GP,M,17,U,LE3,T,4,2,teacher,services,home,mother,1,2,0,yes,no,yes,no,yes,no,no,no,1,3,2,3,1,4,0,yes
GP,M,18,U,LE3,T,4,2,services,services,home,mother,2,1,0,no,no,yes,no,yes,yes,yes,no,5,3,4,1,1,5,0,no
GP,M,18,U,LE3,T,4,2,teacher,services,home,mother,1,1,0,yes,yes,no,yes,yes,yes,no,yes,5,3,2,2,3,5,1,yes
GP,F,16,U,GT3,T,2,2,other,teacher,home,mother,1,2,0,no,no,no,yes,yes,no,yes,yes,4,3,2,2,5,3,0,yes
GP,F,15,U,LE3,T,4,3,teacher,other,course,mother,4,1,0,no,no,yes,yes,yes,yes,no,no,3,3,2,2,3,3,5,no
GP,M,17,R,GT3,T,3,2,other,services,home,father,2,3,0,yes,no,yes,no,yes,no,yes,no,1,3,3,1,2,5,75,no
GP,F,15,U,GT3,A,1,2,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,3,5,2,2,4,7,yes
GP,M,16,U,LE3,T,2,2,services,other,reputation,other,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,1,4,23,no
GP,F,17,U,GT3,T,4,2,at_home,other,course,mother,4,1,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,1,2,1,0,yes
GP,M,17,R,GT3,T,4,2,teacher,other,home,mother,1,2,2,no,no,yes,yes,yes,yes,yes,no,5,3,4,5,1,4,1,no
GP,F,16,R,GT3,T,2,2,services,teacher,course,other,2,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,3,4,0,yes
MS,F,15,U,GT3,T,3,2,other,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,2,2,1,3,1,yes
GP,F,20,R,LE3,T,4,0,health,services,home,other,2,1,0,no,yes,no,no,yes,no,yes,yes,4,4,2,1,4,1,2,yes
GP,M,15,U,GT3,T,4,3,services,other,home,mother,2,2,1,no,yes,no,yes,yes,no,yes,yes,5,4,1,2,3,5,0,yes
GP,M,15,U,GT3,T,4,2,services,services,reputation,father,1,2,1,no,no,no,yes,yes,yes,yes,no,3,4,3,2,2,3,0,no
GP,F,17,U,GT3,T,1,3,other,services,reputation,mother,1,2,0,no,no,yes,no,no,yes,yes,no,5,4,3,4,1,5,6,yes
GP,F,17,R,GT3,T,4,2,at_home,services,reputation,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,5,1,3,1,2,5,6,yes
GP,M,21,U,GT3,T,4,1,teacher,other,reputation,mother,1,3,0,no,yes,yes,yes,no,yes,yes,yes,5,4,4,1,1,4,0,yes
GP,F,18,R,LE3,T,3,2,at_home,at_home,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,5,1,3,5,3,1,5,yes
GP,F,16,U,GT3,T,4,2,other,services,course,mother,2,1,3,no,no,yes,yes,yes,yes,yes,no,4,3,4,1,1,5,0,yes
GP,M,16,U,GT3,T,3,1,teacher,health,reputation,mother,2,1,0,yes,no,yes,no,no,yes,no,yes,5,4,4,1,1,4,0,no
MS,M,17,U,GT3,T,2,2,other,services,other,mother,1,2,3,no,no,yes,yes,yes,yes,yes,no,3,3,4,1,3,2,0,yes
GP,M,18,R,LE3,T,4,2,other,health,reputation,mother,1,1,0,no,no,yes,yes,yes,yes,yes,yes,2,2,3,1,1,5,0,yes
GP,M,16,U,GT3,T,4,2,at_home,services,reputation,mother,1,2,0,no,no,yes,yes,yes,yes,no,no,5,3,5,1,2,3,0,no
MS,F,17,U,GT3,T,2,4,services,services,reputation,father,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,2,1,2,17,no
GP,M,17,U,LE3,T,2,2,services,services,home,other,2,2,0,yes,no,yes,yes,no,yes,yes,no,4,4,3,1,3,3,0,yes
GP,F,15,R,GT3,T,2,0,health,other,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,4,3,3,1,3,5,6,yes
GP,F,18,R,GT3,T,2,2,teacher,other,home,mother,4,1,0,yes,no,yes,yes,yes,yes,yes,no,5,3,2,2,1,4,0,yes
MS,M,16,R,GT3,T,2,2,other,services,other,mother,4,3,0,no,no,yes,yes,yes,yes,yes,yes,5,3,3,1,2,4,3,yes
GP,M,16,R,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,yes,no,yes,no,no,4,1,4,1,1,2,0,yes
GP,M,17,R,GT3,T,2,2,teacher,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,3,3,5,2,2,4,0,yes
GP,F,17,R,GT3,T,4,4,services,at_home,course,mother,2,1,1,no,no,yes,no,yes,yes,yes,no,5,1,3,4,1,5,1,yes
GP,F,16,R,GT3,T,2,2,health,other,reputation,mother,2,1,0,no,no,yes,no,yes,yes,yes,yes,5,4,3,2,3,3,5,no
GP,M,16,U,LE3,T,3,2,health,services,home,father,3,1,0,no,no,no,yes,yes,yes,yes,yes,3,3,3,1,2,5,4,yes
GP,M,17,U,GT3,T,4,2,teacher,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,no,2,4,3,2,3,5,7,yes
GP,M,16,U,LE3,T,2,4,services,at_home,home,father,1,3,0,no,yes,no,yes,yes,yes,no,yes,3,1,4,2,1,5,0,yes
GP,M,17,U,GT3,T,4,0,at_home,services,reputation,mother,1,3,1,no,no,yes,yes,yes,yes,no,no,4,4,3,1,1,1,1,no
GP,M,16,U,GT3,T,3,0,services,other,home,mother,1,2,1,no,yes,no,yes,yes,yes,no,no,4,3,4,1,1,1,3,yes
GP,M,17,U,GT3,T,3,0,at_home,services,course,mother,2,2,0,yes,yes,no,yes,no,yes,yes,yes,3,4,2,1,3,5,0,yes
GP,F,16,R,LE3,T,4,2,services,services,other,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,yes
GP,F,17,U,GT3,T,2,1,health,services,home,father,1,1,0,no,no,no,no,yes,yes,yes,yes,5,4,4,2,1,2,12,yes
GP,M,18,U,GT3,T,4,2,services,at_home,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,2,2,1,1,5,0,no
GP,F,16,U,GT3,T,4,3,other,services,reputation,mother,1,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,5,3,5,3,no
GP,M,17,R,LE3,T,2,2,at_home,other,other,father,2,2,0,no,no,yes,no,no,yes,yes,no,5,4,4,2,3,5,0,yes
GP,F,16,U,LE3,T,4,1,other,teacher,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,2,4,4,3,no
GP,M,16,U,GT3,T,2,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,2,4,4,1,5,6,yes
GP,F,17,U,GT3,A,4,0,other,services,home,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,5,3,5,1,1,4,6,yes
GP,F,17,U,GT3,T,4,1,services,other,home,father,2,2,0,yes,no,no,no,yes,yes,yes,no,3,4,1,1,1,2,0,yes
GP,M,16,U,GT3,T,4,3,other,services,home,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,5,3,4,1,1,4,0,yes
GP,F,17,U,GT3,T,2,2,health,other,home,father,2,1,1,no,no,yes,no,yes,yes,yes,no,4,3,4,2,1,2,10,yes
MS,F,17,U,GT3,T,2,1,at_home,at_home,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,5,2,5,1,1,2,6,yes
GP,M,18,R,GT3,T,2,4,health,other,reputation,father,3,2,0,no,yes,no,no,yes,yes,yes,no,2,2,4,1,1,4,0,no
GP,F,17,U,GT3,T,2,2,teacher,services,home,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,2,4,2,no
GP,F,18,U,GT3,T,4,1,health,other,other,father,2,3,0,no,yes,no,yes,yes,yes,no,no,2,3,3,1,3,5,22,no
GP,F,17,R,LE3,T,2,3,services,services,home,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,2,1,3,1,1,5,7,no
GP,M,16,U,GT3,T,3,2,at_home,other,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,3,2,3,4,17,yes
GP,F,17,U,GT3,T,4,4,services,services,reputation,father,1,2,0,no,no,yes,yes,yes,yes,yes,no,3,4,2,1,1,5,6,yes
GP,F,17,U,GT3,T,4,1,services,other,reputation,mother,1,3,1,no,no,no,yes,yes,yes,yes,no,5,4,2,2,2,5,2,no
MS,M,17,U,GT3,T,3,2,at_home,services,course,other,1,1,1,no,yes,no,yes,yes,yes,no,no,5,4,2,1,3,5,7,yes
GP,M,16,R,GT3,A,0,3,services,services,home,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,3,3,3,1,5,3,0,yes
GP,M,17,U,GT3,T,1,2,services,other,home,mother,2,1,1,yes,yes,yes,yes,yes,yes,yes,no,4,1,2,4,2,5,1,yes
GP,F,17,U,GT3,T,4,3,teacher,other,home,father,2,2,0,no,no,yes,no,yes,yes,yes,yes,4,3,3,1,1,4,1,yes
GP,M,17,R,LE3,T,1,2,other,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,3,5,2,yes
GP,F,16,U,LE3,T,3,0,services,teacher,reputation,mother,2,2,0,yes,yes,yes,yes,yes,yes,no,no,3,1,4,1,1,4,0,no
GP,M,17,U,LE3,T,2,2,teacher,other,course,mother,1,2,0,yes,no,yes,yes,yes,yes,yes,no,5,3,5,1,1,4,0,yes
GP,F,15,R,GT3,T,0,4,health,services,home,mother,2,2,3,no,no,yes,yes,yes,yes,no,no,4,3,1,1,1,5,3,no
GP,F,17,R,GT3,T,3,1,teacher,services,home,mother,2,2,0,yes,no,yes,yes,yes,no,yes,no,2,4,1,2,1,2,6,yes
GP,F,17,U,GT3,T,1,2,other,other,course,other,2,1,0,no,no,yes,no,yes,yes,yes,no,5,3,2,2,1,4,5,no
GP,M,17,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,no,yes,yes,no,yes,yes,no,4,3,3,3,1,1,10,yes
GP,M,16,R,GT3,T,4,2,health,other,course,father,1,1,0,yes,no,yes,yes,yes,yes,yes,no,3,4,3,1,1,4,2,yes
GP,F,17,U,GT3,T,2,4,teacher,other,reputation,mother,2,1,1,yes,no,yes,no,yes,yes,no,no,4,3,5,4,1,1,7,no
